id,address_type,status,entity,street_number_name,apartment_number,city,state_province,zip_code,country,notes,created_at,updated_at
307,Shipping,Active,Customer,32 Green Parkway,,Houston,Texas,77276,United States,"Praesent lectus. Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis. Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.",2016-07-31 00:44:32,2018-07-29 01:00:47
308,Billing,Active,Building,1 Corry Plaza,,Stockton,California,95205,United States,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",2016-10-20 09:58:23,2018-07-04 04:56:38
309,Business,Active,Customer,84216 Continental Parkway,,Grand Rapids,Michigan,49560,United States,Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit.,2016-04-24 14:47:00,2018-12-06 16:47:56
310,Home,Active,Building,721 Red Cloud Avenue,,Minneapolis,Minnesota,55446,United States,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque. Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus. In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",2016-04-09 15:45:59,2017-09-24 00:28:42
311,Business,Active,Customer,50304 Truax Parkway,,New Orleans,Louisiana,70116,United States,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem. Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus. Pellentesque at nulla.",2016-03-16 20:42:43,2018-01-22 22:28:08
312,Business,Active,Building,7879 Jana Drive,,Sioux City,Iowa,51110,United States,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",2016-07-27 20:24:20,2017-08-28 17:17:11
313,Billing,Active,Customer,68 Hudson Place,,Salt Lake City,Utah,84152,United States,Integer tincidunt ante vel ipsum.,2017-05-29 09:44:06,2017-12-09 18:49:02
314,Billing,Active,Building,2 Heffernan Avenue,7,Homestead,Florida,33034,United States,"Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",2016-10-29 23:24:38,2017-12-16 10:47:51
315,Business,Active,Customer,16895 Gulseth Parkway,,Long Beach,California,90847,United States,"Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat. Nulla nisl. Nunc nisl.",2016-10-13 22:04:27,2018-05-30 00:36:36
316,Billing,Active,Building,0 Linden Point,20,Boise,Idaho,83716,United States,Morbi a ipsum. Integer a nibh.,2017-06-06 21:46:25,2017-09-06 07:07:37
317,Business,Active,Customer,20 Division Alley,,Buffalo,New York,14276,United States,"Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",2017-01-07 15:12:14,2018-01-20 03:25:48
318,Billing,Active,Building,1 Paget Street,,Memphis,Tennessee,38136,United States,"Aenean sit amet justo. Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue.",2016-12-09 16:36:55,2018-04-13 09:39:36
319,Home,Active,Customer,5 Mifflin Court,,Lima,Ohio,45807,United States,"Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est. Phasellus sit amet erat.",2017-02-13 23:07:00,2018-05-09 08:35:05
320,Shipping,Active,Building,024 4th Point,,Lincoln,Nebraska,68505,United States,"Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est. Phasellus sit amet erat. Nulla tempus.",2017-05-23 22:09:53,2017-06-17 03:10:56
321,Billing,Active,Customer,81994 Division Parkway,,Tampa,Florida,33615,United States,"Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum. Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy.",2017-03-06 05:02:11,2017-11-04 21:51:30
322,Home,Active,Building,69 Tomscot Court,,Philadelphia,Pennsylvania,19184,United States,Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus. Curabitur at ipsum ac tellus semper interdum.,2017-04-14 08:53:31,2018-05-30 12:25:13
323,Business,Active,Customer,6478 Myrtle Crossing,,Roanoke,Virginia,24009,United States,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis.",2016-07-17 05:08:32,2017-12-26 04:03:44
324,Billing,Active,Building,9130 Doe Crossing Crossing,19,Chicago,Illinois,60652,United States,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",2016-04-19 23:57:01,2018-02-28 19:23:36
325,Shipping,Active,Customer,20 Daystar Crossing,2,Paterson,New Jersey,07544,United States,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat. Nulla nisl. Nunc nisl.",2016-04-30 06:52:20,2019-01-26 01:35:56
326,Billing,Active,Building,42473 Lunder Lane,19,Lexington,Kentucky,40546,United States,Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum.,2016-12-25 00:15:28,2018-06-10 20:11:08
327,Home,Active,Customer,611 Hoffman Alley,,Amarillo,Texas,79118,United States,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi.",2016-10-04 01:50:39,2018-09-25 10:21:58
328,Home,Active,Building,04 Welch Place,10,Chattanooga,Tennessee,37405,United States,"Duis at velit eu est congue elementum. In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo. Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis. Sed ante. Vivamus tortor.",2017-04-27 20:53:59,2019-01-08 04:35:14
329,Home,Active,Customer,037 School Street,,Baltimore,Maryland,21216,United States,"Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo. Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis. Sed ante. Vivamus tortor. Duis mattis egestas metus. Aenean fermentum.",2016-10-12 07:10:46,2017-09-07 16:33:23
330,Shipping,Active,Building,26 Westridge Way,,Oklahoma City,Oklahoma,73114,United States,"Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo.",2016-12-22 14:44:28,2017-09-10 18:14:32
331,Shipping,Active,Customer,1 Anhalt Place,,Sacramento,California,94207,United States,"Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.",2016-11-20 13:14:24,2018-12-01 12:23:38
332,Billing,Active,Building,17436 Westridge Lane,,Boston,Massachusetts,02109,United States,"In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",2016-10-28 01:27:54,2018-04-25 12:36:27
333,Business,Active,Customer,868 Mosinee Way,,San Francisco,California,94142,United States,Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem.,2017-04-08 08:50:02,2019-02-26 03:12:29
334,Shipping,Active,Building,3489 Union Hill,,Detroit,Michigan,48211,United States,Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh. In quis justo.,2017-05-25 18:57:35,2018-10-25 12:49:13
335,Shipping,Active,Customer,86190 Thierer Junction,11,Pittsburgh,Pennsylvania,15230,United States,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque. Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus. In sagittis dui vel nisl.",2016-12-08 08:16:01,2018-01-22 02:18:20
336,Shipping,Active,Building,8411 Gulseth Park,1,El Paso,Texas,88519,United States,"Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",2017-04-10 01:48:28,2017-06-20 22:21:57
337,Business,Active,Customer,6 Lotheville Crossing,,Greenville,South Carolina,29615,United States,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh. In quis justo. Maecenas rhoncus aliquam lacus.",2016-11-11 09:29:49,2018-02-17 08:14:54
338,Business,Active,Building,1 Ramsey Point,,Chicago,Illinois,60641,United States,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue.",2016-04-28 05:30:04,2018-04-11 17:57:47
339,Billing,Active,Customer,884 Thierer Alley,,Dallas,Texas,75310,United States,Nulla ut erat id mauris vulputate elementum. Nullam varius.,2016-11-17 00:33:36,2018-07-30 01:38:48
340,Shipping,Active,Building,4 Toban Drive,,Norfolk,Virginia,23504,United States,"Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo. Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros.",2017-02-02 14:56:48,2019-01-10 01:39:43
341,Business,Active,Customer,16 Prairie Rose Point,,Gainesville,Florida,32610,United States,Duis at velit eu est congue elementum.,2016-09-29 00:05:12,2018-06-02 16:39:23
342,Shipping,Active,Building,09782 Sunfield Parkway,,Tampa,Florida,33686,United States,"Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum.",2016-08-12 22:59:57,2018-01-09 06:19:33
343,Billing,Active,Customer,301 Stoughton Pass,,Tulsa,Oklahoma,74193,United States,Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat. Curabitur gravida nisi at nibh. In hac habitasse platea dictumst.,2016-06-18 21:19:29,2018-05-18 20:40:59
344,Business,Active,Building,3545 Village Green Court,,San Jose,California,95150,United States,Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.,2016-10-11 01:02:40,2019-01-11 18:36:28
345,Business,Active,Customer,0606 Scoville Alley,,Boulder,Colorado,80310,United States,Aenean fermentum.,2016-09-03 05:25:34,2018-12-26 15:28:46
346,Home,Active,Building,97 Clemons Point,,Saint Petersburg,Florida,33742,United States,"Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo.",2017-03-08 00:29:57,2017-11-26 17:03:58
347,Home,Active,Customer,5 Lakewood Gardens Place,,Honolulu,Hawaii,96815,United States,"Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est.",2016-06-18 16:32:14,2017-07-12 04:05:55
348,Business,Active,Building,4 Pawling Circle,13,Garland,Texas,75049,United States,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat. Praesent blandit.",2016-04-23 17:56:46,2018-11-28 10:53:03
349,Shipping,Active,Customer,10540 6th Park,,Long Beach,California,90840,United States,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus. Vestibulum quam sapien, varius ut, blandit non, interdum in, ante.",2016-11-15 13:42:55,2018-11-19 09:30:30
350,Home,Active,Building,0398 Southridge Park,5,Atlanta,Georgia,30392,United States,"Vivamus in felis eu sapien cursus vestibulum. Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",2016-12-30 02:36:55,2019-01-28 09:40:45
351,Shipping,Active,Customer,7739 Dwight Hill,,Boise,Idaho,83711,United States,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.",2017-02-24 04:44:45,2018-08-11 23:01:51
352,Shipping,Active,Building,1 Cambridge Plaza,,Atlanta,Georgia,30340,United States,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum. In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante.",2016-11-12 11:16:11,2018-01-06 23:09:00
353,Business,Active,Customer,119 Schiller Road,,San Antonio,Texas,78220,United States,"Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",2016-10-06 09:28:14,2017-07-16 14:39:19
354,Home,Active,Building,3796 Susan Pass,,Buffalo,New York,14276,United States,"Fusce consequat. Nulla nisl. Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum. In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.",2016-10-28 07:10:25,2017-08-05 22:51:38
355,Home,Active,Customer,30 Longview Alley,13,Springfield,Illinois,62723,United States,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem. Sed sagittis.",2017-01-13 08:33:57,2018-04-11 01:12:04
356,Business,Active,Building,2 Blackbird Parkway,,Nashville,Tennessee,37210,United States,"Sed ante. Vivamus tortor. Duis mattis egestas metus. Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",2017-01-20 05:17:52,2017-09-15 12:39:30
357,Home,Active,Customer,2 Tony Pass,,Cincinnati,Ohio,45223,United States,"In eleifend quam a odio. In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat. Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum.",2016-11-03 12:53:58,2018-12-17 14:11:40
358,Shipping,Active,Building,93 Spenser Crossing,,Pocatello,Idaho,83206,United States,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis. Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor.",2016-10-14 02:15:12,2018-04-24 13:06:36
359,Home,Active,Customer,0416 Clove Point,,Pensacola,Florida,32595,United States,"Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum. In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.",2016-10-26 18:09:02,2018-02-19 01:19:41
360,Home,Active,Building,4 Coleman Street,,Washington,District of Columbia,20392,United States,"Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum. Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.",2016-09-28 23:13:56,2017-10-02 12:57:09
361,Business,Active,Customer,15368 Golf Crossing,,Duluth,Georgia,30096,United States,"Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo.",2017-01-02 01:37:29,2018-08-26 14:17:53
362,Shipping,Active,Building,0652 Roth Road,,Lehigh Acres,Florida,33972,United States,Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.,2016-04-24 07:36:25,2017-09-06 01:21:00
363,Business,Active,Customer,818 Basil Park,,Baltimore,Maryland,21265,United States,"Duis mattis egestas metus. Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",2016-08-14 12:22:48,2018-10-01 05:04:10
364,Billing,Active,Building,70959 Bonner Road,,Shawnee Mission,Kansas,66220,United States,"Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat. Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus.",2016-10-11 23:52:13,2018-06-20 04:19:53
365,Shipping,Active,Customer,487 Veith Junction,,Columbia,South Carolina,29208,United States,Mauris sit amet eros. Suspendisse accumsan tortor quis turpis. Sed ante. Vivamus tortor. Duis mattis egestas metus.,2016-07-10 04:14:51,2019-03-09 22:09:23
366,Billing,Active,Building,6298 Corscot Terrace,,Albuquerque,New Mexico,87121,United States,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem. Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus. Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.",2016-09-07 09:26:56,2018-01-13 11:36:53
367,Business,Active,Customer,1601 Buhler Drive,,Ogden,Utah,84409,United States,Vivamus tortor.,2016-10-16 06:32:53,2017-10-10 14:15:48
368,Home,Active,Building,2 Arrowood Hill,17,Albuquerque,New Mexico,87115,United States,Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh. In quis justo.,2016-11-06 04:54:06,2017-10-02 21:40:04
369,Home,Active,Customer,38 Pine View Trail,20,Pensacola,Florida,32526,United States,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis.",2016-07-15 20:32:21,2018-10-18 18:18:53
370,Business,Active,Building,07 Brown Parkway,,El Paso,Texas,79955,United States,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",2016-07-04 14:13:17,2018-11-14 14:21:48
371,Shipping,Active,Customer,68617 Eagle Crest Park,3,Cedar Rapids,Iowa,52410,United States,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti. Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris. Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus.",2016-09-29 13:20:56,2018-03-09 01:05:43
372,Home,Active,Building,57 Division Way,,Winston Salem,North Carolina,27116,United States,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat. Nulla nisl. Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum. In hac habitasse platea dictumst.",2017-01-20 17:55:33,2018-05-19 13:38:03
373,Home,Active,Customer,83030 Straubel Park,,Orlando,Florida,32859,United States,Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem.,2017-02-25 02:46:48,2018-01-23 07:27:49
374,Shipping,Active,Building,6 Loeprich Drive,17,San Diego,California,92165,United States,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis. Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor.",2016-05-15 15:22:31,2017-11-17 14:29:23
375,Shipping,Active,Customer,9124 Pawling Place,,Jackson,Tennessee,38308,United States,"Vestibulum sed magna at nunc commodo placerat. Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",2017-06-11 20:24:42,2018-09-12 08:38:50
376,Shipping,Active,Building,92902 Reindahl Pass,,Bradenton,Florida,34282,United States,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat. Nulla nisl. Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa.",2016-05-15 01:12:15,2017-09-01 08:04:43
377,Home,Active,Customer,1056 Vermont Park,,Birmingham,Alabama,35290,United States,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque. Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus. In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",2016-05-29 18:16:50,2017-10-25 02:11:31
378,Billing,Active,Building,228 Anniversary Circle,9,San Diego,California,92191,United States,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo. Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis. Sed ante. Vivamus tortor. Duis mattis egestas metus. Aenean fermentum.",2016-04-21 23:43:53,2017-11-06 12:25:20
379,Home,Active,Customer,615 Vermont Lane,,New Orleans,Louisiana,70116,United States,Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis. Sed ante. Vivamus tortor. Duis mattis egestas metus.,2016-06-01 08:49:17,2018-10-24 08:56:14
380,Billing,Active,Building,1496 Garrison Terrace,13,Austin,Texas,78769,United States,Aliquam erat volutpat. In congue. Etiam justo. Etiam pretium iaculis justo. In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus. Nulla ut erat id mauris vulputate elementum.,2016-09-14 12:42:05,2019-01-03 17:07:36
381,Home,Active,Customer,3748 Kensington Drive,,Tulsa,Oklahoma,74149,United States,"Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus.",2017-01-26 21:46:19,2017-12-29 09:13:52
382,Shipping,Active,Building,416 Armistice Point,,Fort Lauderdale,Florida,33315,United States,Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.,2017-06-10 23:22:14,2019-03-12 08:42:55
383,Business,Active,Customer,0 Northview Place,11,Ocala,Florida,34474,United States,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue.",2016-05-24 11:44:29,2018-03-26 12:58:43
384,Home,Active,Building,388 Duke Way,,Wilkes Barre,Pennsylvania,18763,United States,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.",2017-02-22 23:50:14,2018-04-17 18:13:22
385,Shipping,Active,Customer,42 Killdeer Circle,,Lansing,Michigan,48912,United States,Aenean sit amet justo.,2016-07-26 12:54:06,2017-07-16 21:56:37
